idade,renda_mensal,valor_financiamento,anos_trabalho,score_credito,inadimplente
65,7078.593238181809,24934.69902170365,3,657.1909575559641,1
69,5017.56579946694,28004.283344001975,20,725.8656407985968,1
66,2148.366741900496,47871.38260035323,24,603.155669008119,1
19,3481.889572251199,38552.02212289622,16,566.4377245174705,1
18,4893.944963246637,16372.790745127017,38,675.3306564337945,1
65,4724.935744643535,20085.851768340937,36,680.7564968855811,1
29,5480.988603179611,33829.479348387256,31,572.992424815293,1
22,3853.9735085641064,36387.62524628927,14,609.972944535363,1
54,3454.7496334517414,37667.022933281325,32,659.9512332793422,1
49,6628.636005874058,29232.044935705515,1,587.510150585797,1
26,4088.0059050544564,21506.100132398577,29,692.5162203289268,1
58,2474.988435968328,21900.0851334195,5,661.2128192556676,1
52,6212.7004855493815,6994.137253880068,33,669.8294450291849,0
36,1755.8567629083327,46335.51586590502,15,622.1118018919899,1
65,1000.0,5000.0,20,650.0748358452851,0
33,5154.08013705636,27585.5692918076,2,715.1699936360121,1
20,5366.051456536947,12284.739693833522,38,669.4652466544676,0
37,4621.019412917037,24155.703766543425,38,615.2649724317812,1
41,2046.3158740119252,35761.97083469988,4,637.3375100884485,1
50,3911.6952171365187,7134.41592410424,9,695.2086077185104,0
41,3582.747139669193,33526.02055599254,27,537.9065446466632,1
69,3194.066483661416,38714.88562297212,12,709.6441557894416,1
28,6118.104146213919,25827.532760090427,22,562.4046391944192,1
66,2430.0009120524664,57393.644624900175,1,699.8102715169989,1
25,4474.1566796596,7550.0873757753725,30,669.5943092027071,0
53,5791.070475493862,12870.771340155068,15,525.2949392857917,0
55,4572.162287978556,26968.45040905411,0,693.8689733155151,1
57,5861.67755874306,27171.380312330788,18,616.8983539263673,1
37,4845.572083643394,31144.711784009283,20,649.9023744286176,1
52,4644.024505738043,39282.82795934704,8,721.5718350508582,1
65,4550.25230324822,17440.630179990225,26,554.791284766928,1
42,4920.164899975225,16418.40768528609,26,628.9402203704136,1
52,3421.6913538816093,23055.056734008376,9,616.7145569650578,1
42,2047.1892221908201,40309.41176888789,9,693.302597581966,1
46,5431.065117194964,38094.71433351831,33,652.1203048863749,1
35,5742.613450758649,29302.245681791206,2,598.5504867911956,1
63,4377.968216359065,24912.558802422518,25,724.9724176509965,1
35,3177.4365705484447,28472.096587380325,16,612.0365014961836,1
19,1663.424325205543,33620.61482264393,15,640.6465142729518,1
52,4128.710649885083,30989.753173114015,3,572.0627229142419,1
33,1976.574482923043,15917.045173010021,36,569.8938648730444,1
58,1766.5187460431116,15218.133051442244,31,739.0527130056535,0
53,3968.902707976461,27413.19648404865,31,630.8339537851298,1
50,2854.3457482179783,37248.91706728814,17,650.6956609870438,1
21,4517.964334247155,19391.78674099049,0,641.3148745833629,1
50,3761.0565961571883,34074.820853428246,27,680.9250462000688,1
31,3090.048150666085,12114.41462790304,32,625.115113022202,0
38,1442.6273789065513,30710.886675945087,21,583.5850359636055,1
65,2720.6678112544637,22183.79384401125,14,596.6054549580252,1
37,2775.795264923364,9101.02312963795,29,703.9159304560312,0
25,2162.038489727557,24535.62473682141,38,710.5958042021226,1
24,3506.4335571364227,17366.782004258137,7,603.2449357100919,1
20,2279.122013238022,27234.908942393708,9,641.9757434915127,1
34,3754.385879063177,34126.38369244703,29,732.1696753921382,1
50,4360.616820502984,34567.966330660354,4,638.4121119675832,1
65,2760.745068416233,10229.03674405915,17,614.8852301726299,0
29,4638.112944127877,35750.46406489612,11,563.3989567348461,1
68,1957.9631931284446,34129.31464965352,1,566.3636087849961,1
39,2331.733902405564,25763.26984202011,5,612.9142610630391,1
39,3830.1740535628464,17316.9274233709,12,618.4606265173188,1
63,5030.561637832958,25918.699824355564,8,662.8679306034534,1
47,5301.0993122339,46112.35784871129,21,666.5162007136784,1
55,6418.585933236339,35965.331433304935,8,594.5089805895001,1
55,3435.1166877737346,39725.27686650533,11,612.6967770374629,1
62,3808.7480219825434,20110.739597285778,7,621.9917283908151,1
68,2450.9867064730197,24674.829823713906,7,704.1147984597579,1
25,2119.3505020134653,17030.372031224295,23,678.562776782672,1
44,4342.858129491287,23346.746412488,3,538.10963186405,1
44,2836.1927508306358,43582.201128413595,14,590.7933661764021,1
51,5848.568800025935,25508.254666221634,6,677.7695955079938,1
38,1806.4214021989137,23108.94228008574,30,650.8901535292927,1
47,4729.529808737045,32387.304291787754,18,718.8496730382191,1
50,2491.391141774456,24254.939851737334,32,646.6600733652106,1
45,2769.3272998418743,30927.336576919595,23,600.3339916319594,1
64,4808.668097878046,24312.726830937296,36,744.6502411082482,1
50,2986.1793458381376,31908.78515311862,20,673.3436177906385,1
22,3226.32389872015,26199.40321468001,14,626.3411841766474,1
65,2781.762454672647,18820.492776948784,2,615.5896330391153,1
36,6677.5446874201625,40540.87920993126,27,654.6239859312772,1
21,3073.7705333799854,48179.65285999199,36,687.8228438562395,1
52,4077.3283261491447,34975.69963994528,19,718.1435308781008,1
66,3697.1295995783885,14982.215213589241,11,671.7332297072686,0
34,4332.125592586392,27717.62358023384,31,616.4298831036159,1
61,3077.894579551097,32448.968953965516,25,663.1965952686743,1
45,3698.7741481875246,13147.948037487738,3,559.8321735216919,0
47,4590.928013490903,24638.31941097375,10,660.2012097143335,1
46,2705.489292995512,15953.143818151111,34,602.6300159533605,0
63,5633.982034942232,19702.86831890395,32,750.663509628405,1
23,5778.220778562449,33394.62213624478,39,717.4078936810198,1
52,4909.738939238109,29505.16527419079,36,676.05318634537,1
58,4104.814575394725,19049.826684836946,2,674.1378619782704,1
54,1000.0,29329.231640056656,9,674.3403126637567,1
41,4636.4366989816945,26376.05647937907,8,579.7452138847548,1
46,3413.0043921567035,38828.52794310433,16,718.8988624712838,1
66,3630.5883828736905,9261.711008295078,8,656.3739264304145,0
63,1153.934004215775,22591.331986232533,11,705.3202181531673,1
48,4740.382728811289,45174.132927928535,27,618.0437559375412,1
52,1827.1284297595685,18359.625010254138,35,705.2209787541772,1
50,4177.636818987092,19188.795806017893,19,713.659598863085,1
69,5356.986222864762,24819.882646246864,1,535.6991898228179,1
38,3296.007728023672,42687.615335317154,39,630.7397892375026,1
49,5824.077587842661,34022.095523320284,30,647.9814180764272,1
40,2879.5144326892296,19375.784098790802,30,666.1078410656204,1
50,4900.649615096502,29155.434986888533,18,643.0816268269684,1
20,2042.8213728122087,26483.65427359564,13,637.7925169662618,1
35,5546.695652020785,34497.968079923376,1,687.6242023005357,1
42,5313.985573868935,29581.01210944289,14,764.6408440427024,1
59,4702.536884445594,31964.152535278212,32,595.2371840934268,1
48,3410.073795079283,26783.91805197962,3,673.5615833223297,1
20,1896.9990648578323,43224.96463320534,17,632.047355883462,1
57,3414.039527170814,29571.943869579904,1,605.2852126409886,1
63,5665.4607636221845,23736.520122106034,2,675.6064822961935,1
41,4194.942807353673,40605.92643024014,12,682.3283743658927,1
67,1670.4446057313253,35905.67436631259,12,705.0744307049702,1
49,2312.908540870088,20903.043115968598,5,656.3239049033206,1
64,5879.7271012784195,5000.0,0,681.1753533127752,0
39,4731.869128191828,35404.219321253506,29,747.7078360816928,1
40,2148.999818890108,25641.322635966153,11,647.9267738823895,1
19,1351.2527557381095,30424.58104045874,1,645.1946974721012,1
44,3062.4367980999004,41822.23226526363,34,637.1817402167284,1
59,1222.9619380151207,20470.362088945483,27,547.6299919103985,1
19,3766.248264989499,18752.611001548074,3,725.9021054397876,1
43,7677.438057754456,16038.853695496986,36,674.9170647082126,0
34,1604.565886451242,52034.086739536004,3,561.8517957274516,1
57,3720.961505190677,41916.942431678974,28,589.8482544089958,1
50,5967.889862996876,36716.25051180913,3,632.6200957283181,1
26,5123.631787450143,10730.655851417989,33,617.08910679066,0
60,3776.8889278012925,15762.180642102276,15,629.1016049948362,0
65,3780.4769947477043,37025.951418121695,4,655.548362341402,1
56,2266.1353263631313,34015.81970590982,22,625.6474699365848,1
46,3598.51634499167,27282.005264955085,31,617.0875445141494,1
59,4365.161071360195,16479.302024705743,39,631.4230133059216,1
43,5657.670314911135,40552.377016927174,23,606.7749479964338,1
52,3069.736564727866,47919.09026877368,24,682.7198414793545,1
67,3715.2473079048063,34386.187299199904,19,595.9702100255276,1
42,2576.1797788649765,22440.047429843336,16,735.9564111382233,1
41,4337.987769310757,45241.92820649766,6,649.9445002613907,1
30,5175.669175463445,31685.65063259274,18,633.5897371323542,1
24,4944.472020144843,46298.90784460849,19,622.3585356602434,1
53,2244.719386836467,26419.984736432154,31,677.4328310956702,1
62,4220.294814184622,50620.86570636547,25,694.9058701462134,1
37,2984.0312076247174,25515.182958527286,11,633.359858339916,1
18,5516.57502347925,23386.046320136746,29,639.3408538297394,1
25,3758.030915839693,38292.22564113568,37,613.3469802117863,1
63,1720.7299926383735,29268.335264536927,8,674.5499079143985,1
33,3670.2959415884,33874.64800155891,13,612.9414274835336,1
31,4687.708853798322,19815.14256269778,36,586.2245675361324,1
29,4366.009094714199,19993.55153750863,10,752.6312026475854,1
68,3232.3059795220297,26185.92072802845,11,611.3792681825522,1
40,3122.089915193281,33583.721106735,17,559.3810948274216,1
32,2518.7434026755254,22221.132252173586,34,621.9065871455978,1
45,3407.8755694970405,40691.879465847145,32,701.3987318511646,1
51,2716.481550211296,28926.98253389431,32,568.5819788898524,1
19,5455.128979265972,47073.054382463466,32,692.3377489377481,1
49,2648.2939139025757,19478.89538712371,4,573.8034598802534,1
40,4183.426693543302,33423.54138408681,24,705.4409693009542,1
39,4081.455854989499,34592.356220928275,5,619.0898854956328,1
68,5418.501171827367,32711.458736310506,27,663.8610200168455,1
42,5634.052433437557,29510.77413599025,34,735.5284936948283,1
39,5043.954914921993,38471.74320087894,10,687.1623661332366,1
39,4529.392514935194,17642.326990055255,14,688.9221731486484,0
66,2427.030780858913,32828.74481594615,13,633.4816022885599,1
69,2396.694868392614,20135.825090032187,32,670.2567114219909,1
59,2731.463770352577,24208.306909707295,29,628.750316398969,1
23,5127.881499441873,32684.302166693265,17,623.0731046815033,1
32,4109.994892375954,39481.574977429336,31,672.7027739765875,1
60,5302.985861103343,16262.383123346264,5,684.1512099395472,1
54,5504.204101480124,46508.095185957034,5,676.3096186303978,1
50,2911.072149551128,40023.42141750365,7,573.7313893184809,1
25,4048.1114913357806,30435.169068273226,6,595.7728186659963,1
61,3980.5094819746146,19324.849788092502,16,578.5139981249225,1
